# gapseq version: 1.1 2f27651
# Transporter sequence DB md5sum: 878d922 (2021-07-07)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q9UM01|2.A.3.8.22	2.A.3.8.22	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|Q9UM01|2.A.3.8.22	23.270	2.42e-09	57.0	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	94338	95720	transporter
gnl|TC-DB|Q9UM01|2.A.3.8.22	2.A.3.8.22	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|Q9UM01|2.A.3.8.22	23.270	2.42e-09	57.0	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	94338	95720	transporter
gnl|TC-DB|Q9UM01|2.A.3.8.22	2.A.3.8.22	L-lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|Q9UM01|2.A.3.8.22	23.270	2.42e-09	57.0	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	94338	95720	transporter
gnl|TC-DB|P43440|2.A.38.4.1	2.A.38.4.1	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P43440|2.A.38.4.1	37.209	4.28e-72	244	93	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106629	3105373	transporter
gnl|TC-DB|P43440|2.A.38.4.1	2.A.38.4.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43440|2.A.38.4.1	37.209	4.28e-72	244	93	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106629	3105373	transporter
gnl|TC-DB|O87953|2.A.38.4.2	2.A.38.4.2	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|O87953|2.A.38.4.2	35.333	1.56e-56	199	97	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106713	3105373	transporter
gnl|TC-DB|O87953|2.A.38.4.2	2.A.38.4.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O87953|2.A.38.4.2	35.333	1.56e-56	199	97	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106713	3105373	transporter
gnl|TC-DB|O32081|2.A.38.4.3	2.A.38.4.3	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|O32081|2.A.38.4.3	40.929	1.23e-80	269	99	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106722	3105373	transporter
gnl|TC-DB|O31658|2.A.38.4.4	2.A.38.4.4	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|O31658|2.A.38.4.4	33.557	1.26e-54	193	98	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106695	3105373	transporter
gnl|TC-DB|P73949|2.A.38.4.5	2.A.38.4.5	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|P73949|2.A.38.4.5	33.958	1.35e-54	193	95	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106620	3105373	transporter
gnl|TC-DB|G8RD42|2.A.38.4.6	2.A.38.4.6	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|G8RD42|2.A.38.4.6	34.259	2.36e-53	190	94	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3106632	3105373	transporter
gnl|TC-DB|Q9WTR6|2.A.3.8.5	2.A.3.8.5	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q9WTR6|2.A.3.8.5	25.236	1.57e-15	77.0	76	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	94434	95630	transporter
gnl|TC-DB|Q9R0S5|2.A.3.8.7	2.A.3.8.7	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9R0S5|2.A.3.8.7	23.517	4.78e-10	59.3	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	94338	95720	transporter
gnl|TC-DB|P0AGM7|2.A.40.1.1	2.A.40.1.1	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|P0AGM7|2.A.40.1.1	33.924	1.16e-59	207	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1430369	1431520	transporter
gnl|TC-DB|Q9CF78|2.A.40.1.2	2.A.40.1.2	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|Q9CF78|2.A.40.1.2	39.332	2.00e-61	213	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1430369	1431481	transporter
gnl|TC-DB|P39766|2.A.40.1.4	2.A.40.1.4	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|P39766|2.A.40.1.4	41.270	6.35e-69	234	92	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1430375	1431640	transporter
gnl|TC-DB|A2SPV2|2.A.40.2.2	2.A.40.2.2	uracil	EX_cpd00092_e0	rxn05197,rxn09365,rxn12368	gnl|TC-DB|A2SPV2|2.A.40.2.2	24.661	7.34e-11	62.0	76	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023121	3021802	transporter
gnl|TC-DB|A2SPV2|2.A.40.2.2	2.A.40.2.2	Xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|A2SPV2|2.A.40.2.2	24.661	7.34e-11	62.0	76	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023121	3021802	transporter
gnl|TC-DB|P42086|2.A.40.3.1	2.A.40.3.1	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P42086|2.A.40.3.1	32.623	3.53e-45	166	99	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023091	3021700	transporter
gnl|TC-DB|Q46821|2.A.40.3.3	2.A.40.3.3	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|Q46821|2.A.40.3.3	29.787	1.76e-46	171	93	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023091	3021691	transporter
gnl|TC-DB|Q07307|2.A.40.4.1	2.A.40.4.1	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|Q07307|2.A.40.4.1	30.083	3.03e-36	142	91	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023172	3021865	transporter
gnl|TC-DB|P0AGM9|2.A.40.4.2	2.A.40.4.2	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P0AGM9|2.A.40.4.2	28.099	3.94e-47	172	98	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023154	3021736	transporter
gnl|TC-DB|P67444|2.A.40.4.3	2.A.40.4.3	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P67444|2.A.40.4.3	30.453	2.18e-40	152	97	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023121	3021700	transporter
gnl|TC-DB|P48777|2.A.40.4.4	2.A.40.4.4	xanthine	EX_cpd00309_e0	rxn05202,rxn09377,rxn12440	gnl|TC-DB|P48777|2.A.40.4.4	26.471	6.58e-24	104	81	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	3023172	3021796	transporter
gnl|TC-DB|O34987|2.A.40.7.2	2.A.40.7.2	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|O34987|2.A.40.7.2	35.256	2.53e-44	163	97	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1044050	1045432	transporter
gnl|TC-DB|P31440|2.A.40.7.4	2.A.40.7.4	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P31440|2.A.40.7.4	35.106	3.17e-66	227	95	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1044008	1045414	transporter
gnl|TC-DB|O85143|2.A.4.1.2	2.A.4.1.2	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|O85143|2.A.4.1.2	20.229	1.53e-05	43.5	77	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977629	2976856	transporter
gnl|TC-DB|O85143|2.A.4.1.2	2.A.4.1.2	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|O85143|2.A.4.1.2	20.229	1.53e-05	43.5	77	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977629	2976856	transporter
gnl|TC-DB|Q8VLX7|2.A.4.7.10	2.A.4.7.10	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|Q8VLX7|2.A.4.7.10	23.166	6.80e-04	38.1	89	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977575	2976808	transporter
gnl|TC-DB|Q8VLX7|2.A.4.7.10	2.A.4.7.10	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q8VLX7|2.A.4.7.10	23.166	6.80e-04	38.1	89	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977575	2976808	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q2FFH9|2.A.47.1.11	21.995	3.84e-08	53.1	84	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948198	2946981	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q2FFH9|2.A.47.1.11	21.995	3.84e-08	53.1	84	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948198	2946981	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q2FFH9|2.A.47.1.11	21.995	3.84e-08	53.1	84	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948198	2946981	transporter
gnl|TC-DB|Q2FFH9|2.A.47.1.11	2.A.47.1.11	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q2FFH9|2.A.47.1.11	21.995	3.84e-08	53.1	84	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948198	2946981	transporter
gnl|TC-DB|Q65MM0|2.A.47.1.18	2.A.47.1.18	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q65MM0|2.A.47.1.18	22.439	1.29e-14	73.9	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948195	2947038	transporter
gnl|TC-DB|Q65MM0|2.A.47.1.18	2.A.47.1.18	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q65MM0|2.A.47.1.18	22.439	1.29e-14	73.9	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948195	2947038	transporter
gnl|TC-DB|Q65MM0|2.A.47.1.18	2.A.47.1.18	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q65MM0|2.A.47.1.18	22.439	1.29e-14	73.9	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948195	2947038	transporter
gnl|TC-DB|Q8E919|2.A.4.7.5	2.A.4.7.5	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|Q8E919|2.A.4.7.5	25.769	1.78e-15	73.9	87	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977572	2976796	transporter
gnl|TC-DB|Q8E919|2.A.4.7.5	2.A.4.7.5	zinc	EX_cpd00034_e0	rxn09389,rxn13919,rxn09391,rxn28559	gnl|TC-DB|Q8E919|2.A.4.7.5	25.769	1.78e-15	73.9	87	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977572	2976796	transporter
gnl|TC-DB|Q58086|2.A.47.5.1	2.A.47.5.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q58086|2.A.47.5.1	27.225	4.31e-17	81.3	86	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947071	transporter
gnl|TC-DB|Q9KNE0|2.A.47.5.2	2.A.47.5.2	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|Q9KNE0|2.A.47.5.2	28.641	2.93e-16	79.0	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947029	transporter
gnl|TC-DB|Q9KNE0|2.A.47.5.2	2.A.47.5.2	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q9KNE0|2.A.47.5.2	28.641	2.93e-16	79.0	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947029	transporter
gnl|TC-DB|Q9KNE0|2.A.47.5.2	2.A.47.5.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q9KNE0|2.A.47.5.2	28.641	2.93e-16	79.0	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947029	transporter
gnl|TC-DB|Q9KNE0|2.A.47.5.2	2.A.47.5.2	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q9KNE0|2.A.47.5.2	28.641	2.93e-16	79.0	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947029	transporter
gnl|TC-DB|Q9KNE0|2.A.47.5.2	2.A.47.5.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9KNE0|2.A.47.5.2	28.641	2.93e-16	79.0	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947029	transporter
gnl|TC-DB|Q9KNE0|2.A.47.5.2	2.A.47.5.2	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q9KNE0|2.A.47.5.2	28.641	2.93e-16	79.0	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948201	2947029	transporter
gnl|TC-DB|A6VL35|2.A.47.5.3	2.A.47.5.3	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|A6VL35|2.A.47.5.3	61.085	1.26e-161	501	99	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948231	2946969	transporter
gnl|TC-DB|A6VL35|2.A.47.5.3	2.A.47.5.3	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|A6VL35|2.A.47.5.3	61.085	1.26e-161	501	99	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2948231	2946969	transporter
gnl|TC-DB|Q92N44|2.A.4.7.7	2.A.4.7.7	manganese	EX_cpd00030_e0	rxn05618,rxn08946,rxn08951,rxn05149,rxn08947	gnl|TC-DB|Q92N44|2.A.4.7.7	26.298	1.22e-14	71.6	93	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2977623	2976763	transporter
gnl|TC-DB|Q57753|2.A.49.4.1	2.A.49.4.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q57753|2.A.49.4.1	24.847	4.56e-13	68.2	79	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1725019	1725963	transporter
gnl|TC-DB|D2QXG0|2.A.49.9.1	2.A.49.9.1	Chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|D2QXG0|2.A.49.9.1	32.067	1.96e-53	190	92	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1724890	1726068	transporter
gnl|TC-DB|B2UHN5|2.A.49.9.2	2.A.49.9.2	Chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|B2UHN5|2.A.49.9.2	35.787	1.21e-68	233	92	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1724890	1726068	transporter
gnl|TC-DB|A2RL86|2.A.49.9.4	2.A.49.9.4	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|A2RL86|2.A.49.9.4	33.247	5.00e-60	207	96	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1724884	1726038	transporter
gnl|TC-DB|Q87wd2|2.A.49.9.5	2.A.49.9.5	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q87wd2|2.A.49.9.5	34.865	1.04e-73	249	82	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	1724974	1726062	transporter
gnl|TC-DB|Q0P7I2|2.A.53.1.12	2.A.53.1.12	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q0P7I2|2.A.53.1.12	26.789	1.87e-51	189	83	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246161	247714	transporter
gnl|TC-DB|P23622|2.A.53.1.2	2.A.53.1.2	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P23622|2.A.53.1.2	21.704	8.75e-17	82.4	75	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246167	247729	transporter
gnl|TC-DB|P53391|2.A.53.1.3	2.A.53.1.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P53391|2.A.53.1.3	24.912	7.18e-34	136	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246164	247792	transporter
gnl|TC-DB|P53393|2.A.53.1.4	2.A.53.1.4	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P53393|2.A.53.1.4	26.944	2.40e-46	174	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246161	247717	transporter
gnl|TC-DB|Q02920|2.A.53.1.5	2.A.53.1.5	Glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q02920|2.A.53.1.5	24.550	3.70e-36	140	91	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246083	247351	transporter
gnl|TC-DB|Q9MAX3|2.A.53.1.6	2.A.53.1.6	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q9MAX3|2.A.53.1.6	25.981	1.10e-39	154	80	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246164	247675	transporter
gnl|TC-DB|Q9SAY1|2.A.53.1.7	2.A.53.1.7	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q9SAY1|2.A.53.1.7	24.522	2.77e-35	140	87	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246113	247711	transporter
gnl|TC-DB|A8J6J0|2.A.53.1.8	2.A.53.1.8	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|A8J6J0|2.A.53.1.8	27.556	4.15e-48	182	75	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246161	247780	transporter
gnl|TC-DB|G3C7W6|2.A.53.1.9	2.A.53.1.9	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|G3C7W6|2.A.53.1.9	24.772	3.33e-13	70.1	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246134	247675	transporter
gnl|TC-DB|G3C7W6|2.A.53.1.9	2.A.53.1.9	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|G3C7W6|2.A.53.1.9	24.772	3.33e-13	70.1	85	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246134	247675	transporter
gnl|TC-DB|P50443|2.A.53.2.1	2.A.53.2.1	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|P50443|2.A.53.2.1	24.242	2.95e-28	119	90	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	245954	247717	transporter
gnl|TC-DB|P50443|2.A.53.2.1	2.A.53.2.1	cyanate	EX_cpd01015_e0	rxn08278,rxn10132	gnl|TC-DB|P50443|2.A.53.2.1	24.242	2.95e-28	119	90	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	245954	247717	transporter
gnl|TC-DB|P50443|2.A.53.2.1	2.A.53.2.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P50443|2.A.53.2.1	24.242	2.95e-28	119	90	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	245954	247717	transporter
gnl|TC-DB|P50443|2.A.53.2.1	2.A.53.2.1	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P50443|2.A.53.2.1	24.242	2.95e-28	119	90	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	245954	247717	transporter
gnl|TC-DB|Q8TE54|2.A.53.2.6	2.A.53.2.6	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q8TE54|2.A.53.2.6	21.722	1.39e-24	107	77	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246134	247570	transporter
gnl|TC-DB|Q8TE54|2.A.53.2.6	2.A.53.2.6	nitrate	EX_cpd00209_e0	rxn05627,rxn10977,rxn12431,rxn33368	gnl|TC-DB|Q8TE54|2.A.53.2.6	21.722	1.39e-24	107	77	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246134	247570	transporter
gnl|TC-DB|Q8TE54|2.A.53.2.6	2.A.53.2.6	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q8TE54|2.A.53.2.6	21.722	1.39e-24	107	77	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246134	247570	transporter
gnl|TC-DB|Q14SY0|2.A.53.3.3	2.A.53.3.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q14SY0|2.A.53.3.3	21.373	3.10e-14	73.2	89	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246179	247681	transporter
gnl|TC-DB|P72770|2.A.53.4.1	2.A.53.4.1	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P72770|2.A.53.4.1	28.909	2.53e-48	178	95	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246131	247762	transporter
gnl|TC-DB|P71997|2.A.53.4.2	2.A.53.4.2	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|P71997|2.A.53.4.2	26.616	4.19e-47	174	93	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	246164	247729	transporter
gnl|TC-DB|P0A8H3|2.A.5.5.1	2.A.5.5.1	cadmium	EX_cpd01012_e0	rxn08196,rxn13814,rxn08198,rxn29670	gnl|TC-DB|P0A8H3|2.A.5.5.1	27.907	1.77e-12	63.9	92	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2782331	2781591	transporter
gnl|TC-DB|P0A8H3|2.A.5.5.1	2.A.5.5.1	cobalt	EX_cpd00149_e0	rxn08240,rxn13681,rxn08242,rxn10474	gnl|TC-DB|P0A8H3|2.A.5.5.1	27.907	1.77e-12	63.9	92	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2782331	2781591	transporter
gnl|TC-DB|P0A8H3|2.A.5.5.1	2.A.5.5.1	iron	EX_cpd10515_e0	rxn08473,rxn08474,rxn12504,rxn29259,rxn08476,rxn10963,rxn13286,rxn33142,rxn34369	gnl|TC-DB|P0A8H3|2.A.5.5.1	27.907	1.77e-12	63.9	92	NC_012781.1 [Eubacterium] rectale ATCC 33656, complete sequence	2782331	2781591	transporter
