# gapseq version: 1.1 2f27651
# Transporter sequence DB md5sum: 878d922 (2021-07-07)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q2MDH1|2.A.1.1.67	2.A.1.1.67	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q2MDH1|2.A.1.1.67	30.937	2.18e-35	138	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040174	2038900	transporter
gnl|TC-DB|Q2MDH1|2.A.1.1.67	2.A.1.1.67	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q2MDH1|2.A.1.1.67	30.937	2.18e-35	138	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040174	2038900	transporter
gnl|TC-DB|A3M0N3|2.A.1.1.68	2.A.1.1.68	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A3M0N3|2.A.1.1.68	33.333	1.09e-39	151	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040078	2038864	transporter
gnl|TC-DB|A1Z264|2.A.1.1.69	2.A.1.1.69	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A1Z264|2.A.1.1.69	28.894	7.79e-37	143	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040189	2038903	transporter
gnl|TC-DB|Q9NRM0|2.A.1.1.72	2.A.1.1.72	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NRM0|2.A.1.1.72	26.907	1.07e-24	105	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040204	2038885	transporter
gnl|TC-DB|Q5A8J5|2.A.1.1.73	2.A.1.1.73	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q5A8J5|2.A.1.1.73	25.330	6.33e-32	128	81	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040198	2038903	transporter
gnl|TC-DB|Q9XIH7|2.A.1.1.75	2.A.1.1.75	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q9XIH7|2.A.1.1.75	30.992	4.06e-44	164	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040270	2038903	transporter
gnl|TC-DB|Q9XIH7|2.A.1.1.75	2.A.1.1.75	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q9XIH7|2.A.1.1.75	30.992	4.06e-44	164	93	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040270	2038903	transporter
gnl|TC-DB|Q1XF07|2.A.1.1.79	2.A.1.1.79	xylitol	EX_cpd00306_e0	rxn12532	gnl|TC-DB|Q1XF07|2.A.1.1.79	29.936	2.45e-46	171	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040240	2038903	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.8	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q0SE66|2.A.1.1.81	35.041	8.21e-56	197	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040273	2038897	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.8	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q0SE66|2.A.1.1.81	35.041	8.21e-56	197	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040273	2038897	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.8	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|Q0SE66|2.A.1.1.81	35.041	8.21e-56	197	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040273	2038897	transporter
gnl|TC-DB|P14672|2.A.1.1.80	2.A.1.1.80	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P14672|2.A.1.1.80	31.092	6.64e-35	136	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040198	2038888	transporter
gnl|TC-DB|Q0SE66|2.A.1.1.81	2.A.1.1.81	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q0SE66|2.A.1.1.81	35.041	8.21e-56	197	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040273	2038897	transporter
gnl|TC-DB|Q7SCU1|2.A.1.1.82	2.A.1.1.82	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q7SCU1|2.A.1.1.82	24.793	1.09e-13	70.9	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040180	2038903	transporter
gnl|TC-DB|Q7SD12|2.A.1.1.83	2.A.1.1.83	cellobiose	EX_cpd00158_e0	rxn12598	gnl|TC-DB|Q7SD12|2.A.1.1.83	24.356	2.51e-17	82.4	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040114	2038900	transporter
gnl|TC-DB|A8KB28|2.A.1.1.85	2.A.1.1.85	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A8KB28|2.A.1.1.85	29.876	4.60e-42	158	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040183	2038888	transporter
gnl|TC-DB|H9BPB6|2.A.1.1.86	2.A.1.1.86	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|H9BPB6|2.A.1.1.86	28.486	3.53e-39	149	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040252	2038840	transporter
gnl|TC-DB|Q9UGQ3|2.A.1.1.88	2.A.1.1.88	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9UGQ3|2.A.1.1.88	32.075	2.26e-47	173	90	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040219	2038900	transporter
gnl|TC-DB|Q9NY64|2.A.1.1.89	2.A.1.1.89	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9NY64|2.A.1.1.89	31.100	4.08e-42	157	81	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040039	2038885	transporter
gnl|TC-DB|Q8TDB8|2.A.1.1.90	2.A.1.1.90	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q8TDB8|2.A.1.1.90	29.122	5.49e-35	137	87	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040219	2038900	transporter
gnl|TC-DB|P11169|2.A.1.1.91	2.A.1.1.91	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P11169|2.A.1.1.91	29.764	7.12e-40	151	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040219	2038900	transporter
gnl|TC-DB|Q9NSA0|2.A.1.19.10	2.A.1.19.10	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q9NSA0|2.A.1.19.10	26.000	1.39e-05	44.3	75	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040171	2038867	transporter
gnl|TC-DB|Q9NSA0|2.A.1.19.10	2.A.1.19.10	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q9NSA0|2.A.1.19.10	26.000	1.39e-05	44.3	75	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040171	2038867	transporter
gnl|TC-DB|Q9NSA0|2.A.1.19.10	2.A.1.19.10	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q9NSA0|2.A.1.19.10	26.000	1.39e-05	44.3	75	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040171	2038867	transporter
gnl|TC-DB|Q9CAT6|2.A.1.19.13	2.A.1.19.13	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|Q9CAT6|2.A.1.19.13	22.385	2.81e-04	40.0	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	282762	283979	transporter
gnl|TC-DB|Q9Y226|2.A.1.19.17	2.A.1.19.17	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|Q9Y226|2.A.1.19.17	21.569	1.64e-08	53.9	77	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	134896	133604	transporter
gnl|TC-DB|Q9Y226|2.A.1.19.17	2.A.1.19.17	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|Q9Y226|2.A.1.19.17	21.569	1.64e-08	53.9	77	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	134896	133604	transporter
gnl|TC-DB|G5EDU0|2.A.1.19.26	2.A.1.19.26	folate	EX_cpd00393_e0	rxn05255	gnl|TC-DB|G5EDU0|2.A.1.19.26	22.296	7.56e-15	74.3	80	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040159	2038885	transporter
gnl|TC-DB|O15244|2.A.1.19.30	2.A.1.19.30	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|O15244|2.A.1.19.30	23.163	3.08e-11	62.8	76	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040141	2038813	transporter
gnl|TC-DB|O15244|2.A.1.19.30	2.A.1.19.30	choline	EX_cpd00098_e0	rxn08213,rxn09692,rxn12380,rxn19034	gnl|TC-DB|O15244|2.A.1.19.30	23.163	3.08e-11	62.8	76	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040141	2038813	transporter
gnl|TC-DB|Q9SA36|2.A.1.19.39	2.A.1.19.39	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|TC-DB|Q9SA36|2.A.1.19.39	22.529	5.71e-04	38.9	77	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040135	2038885	transporter
gnl|TC-DB|O02713|2.A.1.19.5	2.A.1.19.5	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|O02713|2.A.1.19.5	21.962	2.40e-09	56.6	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040198	2038813	transporter
gnl|TC-DB|O02713|2.A.1.19.5	2.A.1.19.5	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|O02713|2.A.1.19.5	21.962	2.40e-09	56.6	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2040198	2038813	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	potassium	EX_cpd00205_e0	rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	22.539	7.18e-09	54.3	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1677569	1678666	transporter
gnl|TC-DB|WP_068464567.1|2.A.1.2.118	2.A.1.2.118	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|WP_068464567.1|2.A.1.2.118	22.539	7.18e-09	54.3	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1677569	1678666	transporter
gnl|TC-DB|P23910|2.A.1.2.14	2.A.1.2.14	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P23910|2.A.1.2.14	38.719	8.26e-62	212	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2068417	2067344	transporter
gnl|TC-DB|P23910|2.A.1.2.14	2.A.1.2.14	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P23910|2.A.1.2.14	38.719	8.26e-62	212	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2068417	2067344	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|Q797E3|2.A.1.2.25	27.374	1.86e-20	90.1	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2068417	2067389	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|Q797E3|2.A.1.2.25	27.374	1.86e-20	90.1	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2068417	2067389	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|Q797E3|2.A.1.2.25	27.374	1.86e-20	90.1	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2068417	2067389	transporter
gnl|TC-DB|Q797E3|2.A.1.2.25	2.A.1.2.25	phosphate	EX_cpd00009_e0	rxn05210,rxn05312,rxn05313,rxn09120,rxn09723,rxn09811,rxn09833,rxn09872,rxn12450,rxn34261,rxn34397,rxn34522	gnl|TC-DB|Q797E3|2.A.1.2.25	27.374	1.86e-20	90.1	89	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	2068417	2067389	transporter
gnl|TC-DB|O22008|2.A.129.1.1	2.A.129.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O22008|2.A.129.1.1	23.140	0.046	29.3	97	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	926971	927330	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Chenodeoxycholate	EX_cpd01663_e0	rxn40935	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.460	4.10e-15	74.7	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718282	717086	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Cholate	EX_cpd00526_e0	rxn47305	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.460	4.10e-15	74.7	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718282	717086	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Deoxycholate	EX_cpd02733_e0	rxn43262	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.460	4.10e-15	74.7	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718282	717086	transporter
sp|P32369|BAIG_CLOSV|2.A.1.3.13	2.A.1.3.13	Lithocholate	EX_cpd02475_e0	rxn90083	sp|P32369|BAIG_CLOSV|2.A.1.3.13	24.460	4.10e-15	74.7	85	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718282	717086	transporter
gnl|TC-DB|Q93AT6|2.A.1.3.21	2.A.1.3.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|Q93AT6|2.A.1.3.21	27.982	3.54e-30	120	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718219	716930	transporter
gnl|TC-DB|Q93AT6|2.A.1.3.21	2.A.1.3.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|Q93AT6|2.A.1.3.21	27.982	3.54e-30	120	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718219	716930	transporter
gnl|TC-DB|Q93AT6|2.A.1.3.21	2.A.1.3.2	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|Q93AT6|2.A.1.3.21	27.982	3.54e-30	120	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718219	716930	transporter
gnl|TC-DB|Q93AT6|2.A.1.3.21	2.A.1.3.2	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|Q93AT6|2.A.1.3.21	27.982	3.54e-30	120	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718219	716930	transporter
gnl|TC-DB|Q93AT6|2.A.1.3.21	2.A.1.3.2	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|Q93AT6|2.A.1.3.21	27.982	3.54e-30	120	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718219	716930	transporter
gnl|TC-DB|Q93AT6|2.A.1.3.21	2.A.1.3.2	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|Q93AT6|2.A.1.3.21	27.982	3.54e-30	120	98	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718219	716930	transporter
gnl|TC-DB|O51919|2.A.1.3.24	2.A.1.3.24	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|O51919|2.A.1.3.24	21.860	1.32e-26	111	83	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718399	717128	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|P36554|2.A.1.3.26	24.147	1.42e-11	63.5	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718324	717206	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|P36554|2.A.1.3.26	24.147	1.42e-11	63.5	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718324	717206	transporter
gnl|TC-DB|P36554|2.A.1.3.26	2.A.1.3.26	deoxycholate	EX_cpd02733_e0	rxn43262	gnl|TC-DB|P36554|2.A.1.3.26	24.147	1.42e-11	63.5	79	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718324	717206	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.3	chloride	EX_cpd00099_e0	rxn08233,rxn30474	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.3	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.3	deoxyuridine	EX_cpd00412_e0	rxn08376,rxn09685,rxn12418	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.3	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.3	uridine	EX_cpd00249_e0	rxn05199,rxn09371,rxn10895,rxn12460	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|C5W789|2.A.1.3.36	2.A.1.3.36	cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|C5W789|2.A.1.3.36	23.570	1.37e-20	92.4	84	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718390	717110	transporter
gnl|TC-DB|A2RJJ9|2.A.1.3.37	2.A.1.3.37	deoxyuridine	EX_cpd00412_e0	rxn08376,rxn09685,rxn12418	gnl|TC-DB|A2RJJ9|2.A.1.3.37	24.607	9.62e-09	54.3	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718312	717224	transporter
gnl|TC-DB|A2RJJ9|2.A.1.3.37	2.A.1.3.37	uridine	EX_cpd00249_e0	rxn05199,rxn09371,rxn10895,rxn12460	gnl|TC-DB|A2RJJ9|2.A.1.3.37	24.607	9.62e-09	54.3	78	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718312	717224	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.39	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q5HE38|2.A.1.3.39	2.A.1.3.39	sulfate	EX_cpd00048_e0	rxn05651,rxn12369,rxn12811,rxn13116,rxn34447,rxn34531,rxn05238,rxn31171,rxn31183,rxn32972,rxn32975,rxn34545	gnl|TC-DB|Q5HE38|2.A.1.3.39	36.026	7.93e-90	296	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718327	716981	transporter
gnl|TC-DB|Q180E3|2.A.1.3.72	2.A.1.3.72	riboflavin	EX_cpd00220_e0	rxn05224,rxn05645,rxn09715,rxn33018,rxn34403,rxn38697	gnl|TC-DB|Q180E3|2.A.1.3.72	23.230	6.24e-26	108	96	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	718324	716990	transporter
sp|WP_012576692.1|NP_695611.1|2.A.14.1.3	2.A.14.1.3	(R)-lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	sp|WP_012576692.1|NP_695611.1|2.A.14.1.3	93.213	1.57e-127	394	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1347714	1347052	transporter
sp|WP_012576692.1|NP_695611.1|2.A.14.1.3	2.A.14.1.3	(S)-lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	sp|WP_012576692.1|NP_695611.1|2.A.14.1.3	93.213	1.57e-127	394	91	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1347714	1347052	transporter
gnl|TC-DB|P02920|2.A.1.5.1	2.A.1.5.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P02920|2.A.1.5.1	29.178	6.45e-47	169	83	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129577	128528	transporter
gnl|TC-DB|P02920|2.A.1.5.1	2.A.1.5.1	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|P02920|2.A.1.5.1	29.178	6.45e-47	169	83	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129577	128528	transporter
gnl|TC-DB|P02920|2.A.1.5.1	2.A.1.5.1	melibiose	EX_cpd03198_e0	rxn05612,rxn08906,rxn08907,rxn29106	gnl|TC-DB|P02920|2.A.1.5.1	29.178	6.45e-47	169	83	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129577	128528	transporter
gnl|TC-DB|P02920|2.A.1.5.1	2.A.1.5.1	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|P02920|2.A.1.5.1	29.178	6.45e-47	169	83	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129577	128528	transporter
gnl|TC-DB|P16552|2.A.1.5.2	2.A.1.5.2	raffinose	EX_cpd00382_e0	rxn05643	gnl|TC-DB|P16552|2.A.1.5.2	31.378	1.37e-56	198	88	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129589	128423	transporter
gnl|TC-DB|P30000|2.A.1.5.3	2.A.1.5.3	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|P30000|2.A.1.5.3	39.252	1.29e-77	258	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129679	128399	transporter
gnl|TC-DB|P30000|2.A.1.5.3	2.A.1.5.3	sucrose	EX_cpd00076_e0	rxn09658	gnl|TC-DB|P30000|2.A.1.5.3	39.252	1.29e-77	258	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129679	128399	transporter
gnl|TC-DB|P96517|2.A.1.5.4	2.A.1.5.4	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P96517|2.A.1.5.4	30.986	1.30e-48	174	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129589	128528	transporter
gnl|TC-DB|P96517|2.A.1.5.4	2.A.1.5.4	melibiose	EX_cpd03198_e0	rxn05612,rxn08906,rxn08907,rxn29106	gnl|TC-DB|P96517|2.A.1.5.4	30.986	1.30e-48	174	82	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	129589	128528	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|P37643|2.A.1.6.10	49.299	2.25e-106	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1500262	1498979	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	citrate	EX_cpd00137_e0	rxn05211,rxn12371,rxn12792,rxn30467	gnl|TC-DB|P37643|2.A.1.6.10	49.299	2.25e-106	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1500262	1498979	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	glycolate	EX_cpd00139_e0	rxn05470,rxn08651,rxn08652,rxn12367	gnl|TC-DB|P37643|2.A.1.6.10	49.299	2.25e-106	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1500262	1498979	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P37643|2.A.1.6.10	49.299	2.25e-106	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1500262	1498979	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P37643|2.A.1.6.10	49.299	2.25e-106	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1500262	1498979	transporter
gnl|TC-DB|P37643|2.A.1.6.10	2.A.1.6.1	pyruvate	EX_cpd00020_e0	rxn05469,rxn09217,rxn09717,rxn09832	gnl|TC-DB|P37643|2.A.1.6.10	49.299	2.25e-106	342	99	NC_004307.2 Bifidobacterium longum NCC2705, complete sequence	1500262	1498979	transporter
